Station,date,Rain,AirTemperature,AtmosphericPressure,Windspeed
M2,8/12/2019 5:00,0,9,1015.1,10.678
M2,8/12/2019 6:00,0,9.1,1015.3,10.82
M2,8/12/2019 7:00,0,10.5,1015.5,9.112
M2,8/12/2019 8:00,0,13,1015.6,9.966
M2,8/12/2019 9:00,0,14.4,1015.6,9.681
M2,8/12/2019 10:00,0,15.9,1015.4,7.119
M2,8/12/2019 11:00,0,16,1015.2,7.119
M2,8/12/2019 12:00,0,16,1014.9,10.963
M2,8/12/2019 13:00,0,17.3,1014.4,9.681
M2,8/12/2019 14:00,0.1,15.8,1014.8,8.969
M2,8/12/2019 15:00,1.6,16,1014.7,9.824
M2,8/12/2019 16:00,0,15.7,1014.9,4.271
M2,8/12/2019 17:00,0.8,13.8,1015.3,9.397
M2,8/12/2019 18:00,0.7,13.4,1015.7,10.251
M2,8/12/2019 19:00,0,13.3,1016,9.824
M2,8/12/2019 20:00,0,11.9,1016.4,7.973
M2,8/12/2019 21:00,0,11.5,1016.7,11.674
M2,8/12/2019 22:00,0,11.2,1016.9,10.82
M2,8/12/2019 23:00,0,10.9,1017.2,12.386
M2,8/13/2019 0:00,0,10.6,1017.3,12.386
M2,8/13/2019 1:00,0,9.7,1017.3,12.956
M2,8/13/2019 2:00,0,9,1017.4,13.383
M2,8/13/2019 3:00,0,8.8,1017.2,12.244
M2,8/13/2019 4:00,0,8.6,1017.2,11.817
M2,8/13/2019 5:00,0,7.9,1017.4,9.966
M2,8/13/2019 6:00,0,8.3,1017.4,12.244
M2,8/13/2019 7:00,0,10.6,1017.7,12.671
M2,8/13/2019 8:00,0,13.1,1017.7,9.397
M2,8/13/2019 9:00,0,14.8,1017.5,7.119
M2,8/13/2019 10:00,0,15.7,1017.3,6.549
M2,8/13/2019 11:00,0,16.4,1017,8.685
M2,8/13/2019 12:00,0,18.4,1016.7,10.82
M2,8/13/2019 13:00,0,17.4,1016.3,11.959
M2,8/13/2019 14:00,0,18.8,1015.7,12.386
M2,8/13/2019 15:00,0,16.9,1015.8,11.817
M2,8/13/2019 16:00,0.5,15.6,1015.6,11.959
M2,8/13/2019 17:00,0,16.5,1015.3,14.522
M2,8/13/2019 18:00,0,15.9,1015,13.098
M2,8/13/2019 19:00,0,15.6,1014.5,13.098
M2,8/13/2019 20:00,0,14.9,1014,11.959
M2,8/13/2019 21:00,0.1,14.7,1013.6,12.956
M2,8/13/2019 22:00,0.2,14.2,1013.2,13.525
M2,8/13/2019 23:00,0,14.2,1012.7,10.393
M2,8/14/2019 0:00,0.2,14.3,1012.1,9.539
M2,8/14/2019 1:00,0,14.2,1011.4,11.105
M2,8/14/2019 2:00,0.1,14.2,1010.4,15.091
M2,8/14/2019 3:00,0,14.4,1009.4,13.525
M2,8/14/2019 4:00,0.2,14.6,1008.2,14.095
M2,8/14/2019 5:00,0,14.7,1007.5,15.946
M2,8/14/2019 6:00,0.2,14.8,1006.6,22.068
M2,8/14/2019 7:00,0.4,15.2,1005.8,12.244
M2,8/14/2019 8:00,0.1,16.2,1005.3,5.837
M2,8/14/2019 9:00,0,18,1005,4.556
M2,8/14/2019 10:00,0,18.5,1004.8,2.42
M2,8/14/2019 11:00,0,19.1,1004.7,3.702
M2,8/14/2019 12:00,0,20.1,1004.5,3.275
M2,8/14/2019 13:00,0,21.5,1004.2,4.556
M2,8/14/2019 14:00,0,20.7,1003.9,7.261
M2,8/14/2019 15:00,0,20,1003.8,11.532
M2,8/14/2019 16:00,0,21,1003.6,15.518
M2,8/14/2019 17:00,0.1,18.6,1004.2,11.674
M2,8/14/2019 18:00,0,18,1004.8,15.376
M2,8/14/2019 19:00,0,17.3,1005,14.237
M2,8/14/2019 20:00,0,16.5,1005.4,12.386
M2,8/14/2019 21:00,0,16,1005.5,13.383
M2,8/14/2019 22:00,0,15.9,1005.3,19.078
M2,8/14/2019 23:00,0,15.9,1005.6,19.79
M2,8/15/2019 0:00,0,15.2,1006,22.779
M2,8/15/2019 1:00,0,14.6,1006.7,21.783
M2,8/15/2019 2:00,0.1,13.9,1007.3,19.79
M2,8/15/2019 3:00,0,13.6,1007.9,18.081
M2,8/15/2019 4:00,0,13,1008.7,17.796
M2,8/15/2019 5:00,0,13.2,1009.7,16.373
M2,8/15/2019 6:00,0,13.3,1010.7,15.376
M2,8/15/2019 7:00,0,13.8,1011.6,13.241
M2,8/15/2019 8:00,0,14.6,1012.3,8.969
M2,8/15/2019 9:00,0,15.3,1012.9,6.264
M2,8/15/2019 10:00,0,16.9,1013.1,4.271
M2,8/15/2019 11:00,0,17.7,1013.5,5.41
M2,8/15/2019 12:00,0,18.8,1013.6,8.542
M2,8/15/2019 13:00,0,18.7,1013.8,13.383
M2,8/15/2019 14:00,0,20.5,1013.8,13.668
M2,8/15/2019 15:00,0,20.2,1013.8,10.535
M2,8/15/2019 16:00,0,20.8,1013.3,11.532
M2,8/15/2019 17:00,0,20.9,1013.1,14.38
M2,8/15/2019 18:00,0,19.6,1012.9,14.095
M2,8/15/2019 19:00,0,18.5,1013.2,17.085
M2,8/15/2019 20:00,0,17.2,1012.7,19.932
M2,8/15/2019 21:00,0,16.5,1012.2,15.091
M2,8/15/2019 22:00,0,16.9,1011.7,17.227
M2,8/15/2019 23:00,0,16.9,1011.1,21.071
M2,8/16/2019 0:00,0,16.1,1010.1,21.213
M2,8/16/2019 1:00,0,16,1009,23.776
M2,8/16/2019 2:00,0,16.1,1007.8,25.912
M2,8/16/2019 3:00,0.3,15.6,1006.6,27.478
M2,8/16/2019 4:00,1.1,14.9,1005.3,28.19
M2,8/16/2019 5:00,1.8,14.5,1003.9,32.176
M2,8/16/2019 6:00,0.5,15,1002.2,26.766
M2,8/16/2019 7:00,0.1,15.6,1001.3,23.776
M2,8/16/2019 8:00,0.1,16.9,1000.6,19.363
M2,8/16/2019 9:00,0,17.8,1000,19.79
M2,8/16/2019 10:00,0,19.1,999.5,21.498
M2,8/16/2019 11:00,0.2,19.1,999.3,17.227
M2,8/16/2019 12:00,0.1,20,998.6,16.942
M2,8/16/2019 13:00,0,21.5,997.6,12.244
M2,8/16/2019 14:00,0,20.7,996.8,11.817
M2,8/16/2019 15:00,2.3,18.2,996.5,7.403
M2,8/16/2019 16:00,0.1,20.9,996,10.535
M2,8/16/2019 17:00,0,19.9,996,9.254
M2,8/16/2019 18:00,0,19.1,995.8,11.817
M2,8/16/2019 19:00,0,17.8,996.1,15.946
M2,8/16/2019 20:00,0,16.5,996.4,15.518
M2,8/16/2019 21:00,0.5,14.5,997.1,16.088
M2,8/16/2019 22:00,0.2,14.1,997.2,17.227
M2,8/16/2019 23:00,0,13.7,996.9,16.23
M2,8/17/2019 0:00,0,14.6,996.9,15.376
M2,8/17/2019 1:00,0,14.4,997.1,15.946
M2,8/17/2019 2:00,0.1,13.7,997.6,16.23
M2,8/17/2019 3:00,0,12.6,998.1,17.085
M2,8/17/2019 4:00,0,12.5,998.2,16.515
M2,8/17/2019 5:00,0,12.1,998.6,15.803
M2,8/17/2019 6:00,0,12.2,998.9,13.525
M2,8/17/2019 7:00,0,13.5,999.3,10.963
M2,8/17/2019 8:00,0,15,999.6,15.376
M2,8/17/2019 9:00,0,15.5,999.7,11.817
M2,8/17/2019 10:00,0,17,999.7,12.386
M2,8/17/2019 11:00,0,17.8,999.7,15.661
M2,8/17/2019 12:00,0,17,999.8,15.518
M2,8/17/2019 13:00,0,17.9,999.3,13.383
M2,8/17/2019 14:00,0,18.7,999,14.664
M2,8/17/2019 15:00,0,19.1,998.8,19.505
M2,8/17/2019 16:00,0,17.9,998.8,17.227
M2,8/17/2019 17:00,0,18.4,998.5,14.664
M2,8/17/2019 18:00,0,17.2,998.6,15.518
M2,8/17/2019 19:00,0,16.8,998.7,15.661
M2,8/17/2019 20:00,0,15.4,999.2,19.078
M2,8/17/2019 21:00,0,13.7,999.2,16.515
M2,8/17/2019 22:00,0,12.9,999.4,15.091
M2,8/17/2019 23:00,0,12.5,998.9,14.949
M2,8/18/2019 0:00,0,12.3,998.6,15.518
M2,8/18/2019 1:00,0,12,998.3,16.942
M2,8/18/2019 2:00,0,11.9,998,16.8
M2,8/18/2019 3:00,0,11.8,997.8,15.376
M2,8/18/2019 4:00,0,11.6,997.4,17.654
M2,8/18/2019 5:00,0,11.6,997.6,17.227
M2,8/18/2019 6:00,0,12.1,997.4,18.081
M2,8/18/2019 7:00,0,12.4,997.6,15.376
M2,8/18/2019 8:00,0,12.5,998.1,16.088
M2,8/18/2019 9:00,0,14.6,998.3,14.522
M2,8/18/2019 10:00,0,15.2,999,14.522
M2,8/18/2019 11:00,0,15.7,999.4,9.397
M2,8/18/2019 12:00,0,16.3,999.6,14.095
M2,8/18/2019 13:00,0,17.3,999.8,12.529
M2,8/18/2019 14:00,0,18.7,1000.2,10.108
M2,8/18/2019 15:00,1.1,15.8,1001.2,13.241
M2,8/18/2019 16:00,1.5,15.4,1001.2,16.657
M2,8/18/2019 17:00,0,16.9,1001.6,15.661
M2,8/18/2019 18:00,0,16.5,1002,16.657
M2,8/18/2019 19:00,0,15.5,1003,15.803
M2,8/18/2019 20:00,0.3,13.1,1003.8,16.942
M2,8/18/2019 21:00,0,12.9,1004.8,15.376
M2,8/18/2019 22:00,0,12.1,1005.7,15.091
M2,8/18/2019 23:00,0,11.6,1006.5,14.095
M2,8/19/2019 0:00,0,11.4,1007.2,15.803
M2,8/19/2019 1:00,0,11.3,1007.6,17.227
M2,8/19/2019 2:00,0.1,10.7,1008,15.518
M2,8/19/2019 3:00,0,10.7,1008.2,14.807
M2,8/19/2019 4:00,0,10.6,1008.5,15.803
M2,8/19/2019 5:00,0,11.1,1008.9,14.807
M2,8/19/2019 6:00,0,11.2,1009.4,13.525
M2,8/19/2019 7:00,0,12.5,1009.6,12.529
M2,8/19/2019 8:00,0,14,1010.2,12.813
M2,8/19/2019 9:00,0,15.1,1010.5,13.668
M2,8/19/2019 10:00,0,16.3,1010.7,10.82
M2,8/19/2019 11:00,0,17.4,1011.2,10.108
M2,8/19/2019 12:00,0,17.8,1011.5,9.539
M2,8/19/2019 13:00,0,17.3,1011.9,6.834
M2,8/19/2019 14:00,0,18.1,1012.5,11.105
M2,8/19/2019 15:00,0.1,17,1013,9.966
M2,8/19/2019 16:00,0,17.4,1013,15.803
M2,8/19/2019 17:00,0,17.2,1013.6,15.234
M2,8/19/2019 18:00,0,15.6,1014.1,16.373
M2,8/19/2019 19:00,0,14.5,1014.8,16.373
M2,8/19/2019 20:00,0,13.2,1015.8,15.518
M2,8/19/2019 21:00,0,12.5,1016.6,18.081
M2,8/19/2019 22:00,0,11.8,1017.3,18.651
M2,8/19/2019 23:00,0,11.6,1017.7,16.373
M2,8/20/2019 0:00,0,11.1,1017.9,15.091
M2,8/20/2019 1:00,0,10.5,1018.5,14.949
M2,8/20/2019 2:00,0,9.5,1018.8,14.095
M2,8/20/2019 3:00,0,9.1,1019.1,13.098
M2,8/20/2019 4:00,0,9.1,1019.4,11.105
M2,8/20/2019 5:00,0,9.5,1019.6,9.681
M2,8/20/2019 6:00,0,8.7,1020.2,12.102
M2,8/20/2019 7:00,0,10.9,1020.7,13.952
M2,8/20/2019 8:00,0,13.8,1020.9,16.657
M2,8/20/2019 9:00,0,15.6,1021.1,15.234
M2,8/20/2019 10:00,0,17.4,1021,15.946
M2,8/20/2019 11:00,0,17,1021,13.098
M2,8/20/2019 12:00,0.1,15.5,1021.2,14.237
M2,8/20/2019 13:00,0,16.3,1021,12.956
M2,8/20/2019 14:00,0.5,15.5,1021,9.112
M2,8/20/2019 15:00,0.1,16,1020.8,11.532
M2,8/20/2019 16:00,0.1,16,1020.9,12.244
M2,8/20/2019 17:00,0.5,15.8,1021.2,8.685
M2,8/20/2019 18:00,0.6,15.8,1021.6,9.681
M2,8/20/2019 19:00,0.4,14.4,1022.1,8.4
M2,8/20/2019 20:00,0,14,1022.5,7.83
M2,8/20/2019 21:00,0,13.5,1022.6,9.539
M2,8/20/2019 22:00,0,12.9,1022.8,8.542
M2,8/20/2019 23:00,0,12.8,1023.2,9.824
M2,8/21/2019 0:00,0,12,1023.3,9.681
M2,8/21/2019 1:00,0,12.1,1023.3,11.105
M2,8/21/2019 2:00,0.1,11.9,1023.2,12.386
M2,8/21/2019 3:00,0,12.1,1022.8,15.946
M2,8/21/2019 4:00,0,12.2,1022.8,16.373
M2,8/21/2019 5:00,0,11.2,1022.7,15.234
M2,8/21/2019 6:00,0,11.7,1022.3,17.369
M2,8/21/2019 7:00,0,14.5,1022,19.505
M2,8/21/2019 8:00,0,15.9,1022,21.925
M2,8/21/2019 9:00,0,16.1,1021.5,22.068
M2,8/21/2019 10:00,0,16,1021.1,22.21
M2,8/21/2019 11:00,0,16.2,1020.7,19.22
M2,8/21/2019 12:00,0,16.6,1020.2,23.064
M2,8/21/2019 13:00,0.2,16.2,1019.7,22.495
M2,8/21/2019 14:00,0.2,15.8,1019.5,22.495
M2,8/21/2019 15:00,0.3,15.7,1018.5,21.498
M2,8/21/2019 16:00,0.5,15.5,1018.2,20.644
M2,8/21/2019 17:00,0.7,15.1,1017.8,8.969
M2,8/21/2019 18:00,0,15.8,1017.5,13.525
M2,8/21/2019 19:00,0,15.4,1017.7,10.82
M2,8/21/2019 20:00,1.3,13.5,1018.3,9.539
M2,8/21/2019 21:00,0.4,13.3,1018.6,13.668
M2,8/21/2019 22:00,0.2,13.7,1018.5,15.376
M2,8/21/2019 23:00,0,13.9,1018.4,14.095
M2,8/22/2019 0:00,0,13.9,1018.4,14.949
M2,8/22/2019 1:00,0,14.3,1018.1,9.254
M2,8/22/2019 2:00,0.2,14.7,1017.9,13.525
M2,8/22/2019 3:00,0,15,1017.5,13.098
M2,8/22/2019 4:00,0,15.2,1017.3,13.383
M2,8/22/2019 5:00,0.1,14.6,1017.4,13.668
M2,8/22/2019 6:00,0,14.9,1017.6,14.807
M2,8/22/2019 7:00,0,15.5,1017.7,14.237
M2,8/22/2019 8:00,0,16.4,1017.6,16.515
M2,8/22/2019 9:00,0,17.1,1017.8,16.657
M2,8/22/2019 10:00,0,17.5,1018.1,16.088
M2,8/22/2019 11:00,0,18.4,1017.7,13.241
M2,8/22/2019 12:00,0,18.8,1017.9,9.681
M2,8/22/2019 13:00,0,18.6,1018.2,11.532
M2,8/22/2019 14:00,0,19.1,1018.3,10.251
M2,8/22/2019 15:00,0,18.8,1018.6,12.956
M2,8/22/2019 16:00,0,20.9,1018.7,12.956
M2,8/22/2019 17:00,0,20.4,1018.8,12.671
M2,8/22/2019 18:00,0,20.5,1018.7,12.244
M2,8/22/2019 19:00,0,19.6,1019.5,13.668
M2,8/22/2019 20:00,0,18.9,1020.2,14.949
M2,8/22/2019 21:00,0,18.3,1020.7,15.946
M2,8/22/2019 22:00,0,17.7,1020.9,14.664
M2,8/22/2019 23:00,0,18.1,1020.9,18.793
M2,8/23/2019 0:00,0,18,1021,16.23
M2,8/23/2019 1:00,0,17.5,1020.8,16.8
M2,8/23/2019 2:00,0,16.8,1020.7,16.515
M2,8/23/2019 3:00,0,15.9,1020.7,13.098
M2,8/23/2019 4:00,0,14.7,1020.9,17.085
M2,8/23/2019 5:00,0,13.7,1021.1,13.383
M2,8/23/2019 6:00,0,13.7,1021.3,16.373
M2,8/23/2019 7:00,0,16.7,1021.3,16.088
M2,8/23/2019 8:00,0,18.7,1021.2,16.373
M2,8/23/2019 9:00,0,19.3,1021.5,18.508
M2,8/23/2019 10:00,0,20.7,1021.2,17.085
M2,8/23/2019 11:00,0,20.9,1020.9,11.817
M2,8/23/2019 12:00,0,22.5,1020.5,10.678
M2,8/23/2019 13:00,0,23,1020.1,12.244
M2,8/23/2019 14:00,0,22.5,1020,12.102
M2,8/23/2019 15:00,0,20.6,1019.7,10.108
M2,8/23/2019 16:00,0,20.5,1019.4,7.83
M2,8/23/2019 17:00,0,21.5,1018.8,12.386
M2,8/23/2019 18:00,0,18.2,1018.6,10.678
M2,8/23/2019 19:00,0,17.6,1018.6,10.393
M2,8/23/2019 20:00,0,15.7,1018.5,9.824
M2,8/23/2019 21:00,0,15.6,1018.3,11.674
M2,8/23/2019 22:00,0,13.4,1018.4,10.535
M2,8/23/2019 23:00,0,12.5,1018.1,11.959
M2,8/24/2019 0:00,0,11.7,1018.2,8.258
M2,8/24/2019 1:00,0,11.7,1017.9,10.963
M2,8/24/2019 2:00,0,12,1017.6,7.119
M2,8/24/2019 3:00,0,11.6,1017.3,6.264
M2,8/24/2019 4:00,0,10.9,1017.1,7.403
M2,8/24/2019 5:00,0,11.7,1016.7,7.403
M2,8/24/2019 6:00,0,13,1016.4,6.549
M2,8/24/2019 7:00,0,15.9,1016.4,6.549
M2,8/24/2019 8:00,0,19.1,1016.1,6.549
M2,8/24/2019 9:00,0,18.7,1016.3,7.261
M2,8/24/2019 10:00,0,19.1,1016.4,8.685
M2,8/24/2019 11:00,0,19.7,1016,8.258
M2,8/24/2019 12:00,0,19.5,1015.6,7.403
M2,8/24/2019 13:00,0,20.6,1015.3,8.258
M2,8/24/2019 14:00,0,21.1,1014.9,8.542
M2,8/24/2019 15:00,0,21.3,1014.8,8.827
M2,8/24/2019 16:00,0,21.1,1014.4,5.98
M2,8/24/2019 17:00,0,20.4,1014.1,5.552
M2,8/24/2019 18:00,0,19.7,1014.4,4.983
M2,8/24/2019 19:00,0,19,1014.4,6.122
M2,8/24/2019 20:00,0,17.2,1014.6,4.271
M2,8/24/2019 21:00,0,16.1,1014.9,4.414
M2,8/24/2019 22:00,0,14.8,1014.9,2.847
M2,8/24/2019 23:00,0,13.7,1015,4.698
M2,8/25/2019 0:00,0,13.1,1015.2,7.403
M2,8/25/2019 1:00,0,13.2,1015.1,7.261
M2,8/25/2019 2:00,0,13.2,1015.3,5.552
M2,8/25/2019 3:00,0,12.6,1015.5,6.834
M2,8/25/2019 4:00,0,12.5,1015.7,5.837
M2,8/25/2019 5:00,0,13.9,1015.8,5.98
M2,8/25/2019 6:00,0,15.6,1016,4.983
M2,8/25/2019 7:00,0,16.2,1016.5,5.695
M2,8/25/2019 8:00,0,16.2,1017.2,6.549
M2,8/25/2019 9:00,0,16.2,1017.5,6.122
M2,8/25/2019 10:00,0,16,1017.8,7.83
M2,8/25/2019 11:00,0,17.2,1017.7,8.827
M2,8/25/2019 12:00,0,19,1017.7,8.542
M2,8/25/2019 13:00,0,19.2,1018,8.542
M2,8/25/2019 14:00,0,18.6,1018.4,7.973
M2,8/25/2019 15:00,0,19.3,1018.4,8.542
M2,8/25/2019 16:00,0,21.1,1018.1,5.837
M2,8/25/2019 17:00,0,21.7,1018.2,4.698
M2,8/25/2019 18:00,0,20,1018.4,3.132
M2,8/25/2019 19:00,0,18.3,1018.9,2.705
M2,8/25/2019 20:00,0,16.4,1019.3,3.275
M2,8/25/2019 21:00,0,15.9,1019.4,4.698
M2,8/25/2019 22:00,0,15.6,1019.5,3.702
M2,8/25/2019 23:00,0,14.6,1019.6,6.122
M2,8/26/2019 0:00,0,14.1,1019.7,8.969
M2,8/26/2019 1:00,0,14.4,1019.6,6.264
M2,8/26/2019 2:00,0,13.3,1019.6,6.407
M2,8/26/2019 3:00,0,12.4,1019.4,8.969
M2,8/26/2019 4:00,0,11.4,1019,6.549
M2,8/26/2019 5:00,0,11.2,1018.9,4.698
M2,8/26/2019 6:00,0,12.3,1019,1.851
M2,8/26/2019 7:00,0,12.8,1019.3,3.844
M2,8/26/2019 8:00,0,15,1019.2,6.407
M2,8/26/2019 9:00,0,16.7,1019,5.268
M2,8/26/2019 10:00,0,18.3,1018.3,6.407
M2,8/26/2019 11:00,0,20.3,1017.8,6.834
M2,8/26/2019 12:00,0,21.2,1017.5,7.83
M2,8/26/2019 13:00,0,20.3,1017.6,6.264
M2,8/26/2019 14:00,0,19.3,1017.4,8.685
M2,8/26/2019 15:00,0,20.3,1017,7.261
M2,8/26/2019 16:00,0,20.4,1016.5,11.532
M2,8/26/2019 17:00,0,20.3,1016.2,11.247
M2,8/26/2019 18:00,0,19,1015.9,11.105
M2,8/26/2019 19:00,0,17.5,1016,8.969
M2,8/26/2019 20:00,0,15.3,1016.5,10.678
M2,8/26/2019 21:00,0,14,1016.7,10.963
M2,8/26/2019 22:00,0,12.7,1016.4,11.532
M2,8/26/2019 23:00,0,12.1,1016.1,8.542
M2,8/27/2019 0:00,0,11.7,1016,8.827
M2,8/27/2019 1:00,0,11.9,1016,7.973
M2,8/27/2019 2:00,0,12.2,1015.9,8.969
M2,8/27/2019 3:00,0,11.4,1015.6,11.105
M2,8/27/2019 4:00,0,11.1,1015.4,11.247
M2,8/27/2019 5:00,0,11.4,1015.2,11.39
M2,8/27/2019 6:00,0,11.4,1015.2,13.098
M2,8/27/2019 7:00,0,13.6,1015.1,13.525
M2,8/27/2019 8:00,0,15.8,1015.2,13.098
M2,8/27/2019 9:00,0,18.1,1014.8,13.525
M2,8/27/2019 10:00,0,19.7,1014.5,15.803
M2,8/27/2019 11:00,0,21.3,1014.1,16.088
M2,8/27/2019 12:00,0,21.4,1013.5,18.081
M2,8/27/2019 13:00,0,22.4,1013,17.654
M2,8/27/2019 14:00,0,21.5,1012.5,17.654
M2,8/27/2019 15:00,0,19.2,1012.3,15.803
M2,8/27/2019 16:00,0,19.3,1012,13.098
M2,8/27/2019 17:00,0,18.5,1011.6,14.095
M2,8/27/2019 18:00,0,17.8,1011.3,16.373
M2,8/27/2019 19:00,0,17.3,1011.2,21.64
M2,8/27/2019 20:00,0,16.6,1011,19.647
M2,8/27/2019 21:00,0,16.4,1010.7,18.224
M2,8/27/2019 22:00,0,16.7,1009.8,17.085
M2,8/27/2019 23:00,0,17.4,1009.4,20.929
M2,8/28/2019 0:00,0,17.3,1008.8,18.508
M2,8/28/2019 1:00,0,17.2,1007.9,20.359
M2,8/28/2019 2:00,0,16.6,1008,18.508
M2,8/28/2019 3:00,0,15.4,1008,15.234
M2,8/28/2019 4:00,0,14.5,1008.3,16.8
M2,8/28/2019 5:00,0,13.4,1008.8,13.241
M2,8/28/2019 6:00,0,12.2,1010,13.383
M2,8/28/2019 7:00,0,12.3,1010.5,8.969
M2,8/28/2019 8:00,0,12.7,1010.9,7.119
M2,8/28/2019 9:00,0,13.7,1011.5,4.698
M2,8/28/2019 10:00,0,15.3,1011.8,9.681
M2,8/28/2019 11:00,0,16.9,1011.9,12.956
M2,8/28/2019 12:00,0,18.3,1011.8,14.807
M2,8/28/2019 13:00,0,17.5,1012.1,14.664
M2,8/28/2019 14:00,0,18.3,1012.1,13.383
M2,8/28/2019 15:00,0,18.8,1012.2,11.674
M2,8/28/2019 16:00,0,19.1,1012.2,5.98
M2,8/28/2019 17:00,0,18.4,1012.1,9.112
M2,8/28/2019 18:00,0,16.1,1012.4,12.956
M2,8/28/2019 19:00,0,14.9,1012.7,8.685
M2,8/28/2019 20:00,0,13.2,1013.2,10.108
M2,8/28/2019 21:00,0.1,12.4,1013.6,13.241
M2,8/28/2019 22:00,0,12.1,1013.5,13.525
M2,8/28/2019 23:00,0,12.4,1013.7,13.525
M2,8/29/2019 0:00,0,13,1013.4,16.23
M2,8/29/2019 1:00,0,12.9,1013.7,16.373
M2,8/29/2019 2:00,0,12.9,1013.6,18.935
M2,8/29/2019 3:00,0,12.6,1013.5,18.508
M2,8/29/2019 4:00,0,12.8,1013.4,20.786
M2,8/29/2019 5:00,0,13.1,1013.2,20.217
M2,8/29/2019 6:00,0,13.1,1013.3,18.793
M2,8/29/2019 7:00,0,14.1,1013.2,17.796
M2,8/29/2019 8:00,0,15.3,1012.9,18.793
M2,8/29/2019 9:00,0,16.2,1012.6,18.081
M2,8/29/2019 10:00,0,17,1012.7,17.369
M2,8/29/2019 11:00,0,18.3,1012.8,19.79
M2,8/29/2019 12:00,0,18.5,1013,21.925
M2,8/29/2019 13:00,0,19.4,1013,21.213
M2,8/29/2019 14:00,0,20.1,1013,18.508
M2,8/29/2019 15:00,0,18.9,1013,19.932
M2,8/29/2019 16:00,0,17.9,1013.5,18.366
M2,8/29/2019 17:00,0,17.9,1013.3,15.661
M2,8/29/2019 18:00,0,17.9,1013.5,17.227
M2,8/29/2019 19:00,0,17.5,1013.6,17.085
M2,8/29/2019 20:00,0,16.9,1014.1,16.23
M2,8/29/2019 21:00,0,16.6,1014.4,18.081
M2,8/29/2019 22:00,0,16.4,1014,18.651
M2,8/29/2019 23:00,0,16.1,1014.5,18.081
M2,8/30/2019 0:00,0,16.1,1014.2,19.505
M2,8/30/2019 1:00,0,16.2,1013.5,21.498
M2,8/30/2019 2:00,0,16.3,1012.9,19.505
M2,8/30/2019 3:00,0,16.4,1012.1,21.64
M2,8/30/2019 4:00,0,16.6,1011.6,19.363
M2,8/30/2019 5:00,0,16.6,1011.7,21.925
M2,8/30/2019 6:00,0,16.7,1011.7,17.085
M2,8/30/2019 7:00,0,16.6,1011.7,19.22
M2,8/30/2019 8:00,0,17.2,1012.3,17.227
M2,8/30/2019 9:00,0.1,16.8,1012.1,19.078
M2,8/30/2019 10:00,0,17.5,1012,19.79
M2,8/30/2019 11:00,0,17.9,1012.2,20.074
M2,8/30/2019 12:00,0,18.3,1012,22.495
M2,8/30/2019 13:00,0,19.2,1012.1,23.634
M2,8/30/2019 14:00,0,20,1011.7,22.21
M2,8/30/2019 15:00,0,20.9,1011.1,22.922
M2,8/30/2019 16:00,0,19.8,1011.1,22.21
M2,8/30/2019 17:00,0,19.8,1010.5,24.061
M2,8/30/2019 18:00,0,18.8,1010,24.346
M2,8/30/2019 19:00,0,18,1009.9,19.078
M2,8/30/2019 20:00,0,17.5,1009.2,23.918
M2,8/30/2019 21:00,0,17.1,1008.7,24.203
M2,8/30/2019 22:00,0,17,1007.9,19.363
M2,8/30/2019 23:00,0,17,1006.9,24.915
M2,8/31/2019 0:00,0,17,1006.4,27.335
M2,8/31/2019 1:00,0,17.2,1005.4,26.766
M2,8/31/2019 2:00,0,16.8,1004.4,24.203
M2,8/31/2019 3:00,0.6,15.8,1002.9,21.213
M2,8/31/2019 4:00,0.2,16.4,1000.9,18.651
M2,8/31/2019 5:00,0.7,16.4,1000.3,17.085
M2,8/31/2019 6:00,0.7,12.5,1003.2,13.525
M2,8/31/2019 7:00,0,12.3,1004.5,12.956
M2,8/31/2019 8:00,0,12.7,1005.7,10.535
M2,8/31/2019 9:00,0,14,1006.7,17.085
M2,8/31/2019 10:00,0,15.4,1007.8,7.973
M2,8/31/2019 11:00,0,15.6,1008.6,11.105
M2,8/31/2019 12:00,0,15.8,1009.1,6.691
M2,8/31/2019 13:00,0.2,16.3,1009.7,12.529
M2,8/31/2019 14:00,0,18.2,1009.7,13.81
M2,8/31/2019 15:00,0,17.8,1009.8,13.952
M2,8/31/2019 16:00,0,16.2,1010.7,14.664
M2,8/31/2019 17:00,0,16.1,1011.3,13.81
M2,8/31/2019 18:00,0,14.4,1012.2,16.088
M2,8/31/2019 19:00,0,12.9,1012.8,13.81
M2,8/31/2019 20:00,0,12,1013.7,14.664
M2,8/31/2019 21:00,0,11.4,1014.3,16.088
M2,8/31/2019 22:00,0,10.8,1014.6,13.02
M2,8/31/2019 23:00,0,10.1,1015,16.088
M2,9/1/2019 0:00,0,9.9,1015.3,17.085
M2,9/1/2019 1:00,0,9.5,1015.5,16.8
M2,9/1/2019 2:00,0,9.3,1016,15.803
M2,9/1/2019 3:00,0,9,1016.2,17.512
M2,9/1/2019 4:00,0,8.6,1016.4,14.522
M2,9/1/2019 5:00,0,8.8,1016.6,17.512
M2,9/1/2019 6:00,0,9,1017.2,18.651
M2,9/1/2019 7:00,0,10,1017.7,18.508
M2,9/1/2019 8:00,0,11.5,1018.2,18.508
M2,9/1/2019 9:00,0,13.4,1018.6,16.515
M2,9/1/2019 10:00,0,15.9,1018.9,16.088
